Date,BILLm3_lr,SP00_lr,BONDy5_lr,REITs_lr,TBI_lr,CPI_lr
1990-06-30,2.078237943175232,-3.401880047367456,-0.9990606271820468,-3.948788359790889,9.175842523954072,0.9847242586126015
1990-09-30,2.090696025167027,6.872742031840673,3.0497838428972024,-0.11760754043752542,3.6524774682372168,1.7122484927522663
1990-12-30,2.0210529564772983,-12.313707465469914,2.008666045379748,-15.723744846967858,0.6876303939432064,1.6841709797643212
1991-03-30,2.022340468860939,5.688803784769014,4.638884228912854,3.12425175757296,-5.329529705822368,0.7447880883412417
1991-06-30,1.679835392634832,12.538552854433593,1.7013506620753738,20.48893081297436,-3.4902052009264874,0.5918621670507385
1991-09-30,1.5212066887591469,2.602962925426411,1.1678307802828414,0.7757075360343535,6.456977064930007,0.7590964079792428
1991-12-30,1.455398470757796,3.7512570985587246,5.930400038726535,4.011301128004252,-3.7909573073220173,0.8260081302227995
1992-03-30,1.2541136295336486,7.701024694192338,5.3692960805161505,5.248613314957851,6.194140154018337,0.6758346997500553
1992-06-30,1.0460604323150768,-2.42048554920693,-1.657125433572748,0.6600279567655853,0.2796087302001188,0.765808340327645
1992-09-30,0.9901416177870992,2.903025639821788,4.296140564688944,2.6033426753574673,-0.7528266420791524,0.7606984884247936
1992-12-30,0.8463648415662384,1.587089847922929,5.983096316732617,6.6007523571268045,-13.102026243840395,0.8718981244127733
1993-03-30,0.893826262085895,5.274426915210473,-2.0462916765273675,3.754667271249712,2.9461710149619047,0.725362703377197
1993-06-30,0.7912427730996541,3.9710136369979665,4.89342748792172,19.589972703468295,10.975086395911928,0.7194451003633695
1993-09-30,0.8018100430628117,0.4588314370187696,2.1944522101824404,-2.912042013346472,6.428848988236187,0.46180504203769956
1993-12-30,0.8054183400512116,3.4034984836985416,3.008588161641157,8.936988393057543,-17.471059379261952,0.8255015337181426
1994-03-30,0.8617028761376488,1.5729043851719027,-0.9175442878603057,-7.670977349668995,9.730818246699798,0.500911638590118
1994-06-30,0.8477968760882248,-3.67092774096891,-2.513322904716997,3.3472080645613467,13.706265038833978,0.5662194420939848
1994-09-30,1.0966770613818788,0.8778696234665873,-1.3417376506975387,1.8242923845069647,-3.479850554269554,0.9223060120088
1994-12-30,1.263905937261356,4.146950819559159,0.11571411199016168,-2.0661739681153257,-9.88263543068949,0.5805813399962112
1995-03-30,1.4751167600395299,0.15297433710124153,-0.08957341263986507,0.016143653716493844,12.451587469756761,0.7317900895434271
1995-06-30,1.5560382695457342,9.538913195146925,4.9480400610213415,-0.16963848709110607,1.26200313561022,0.8139545279886917
1995-09-30,1.5077672631777617,9.30511232208202,5.726008223819168,5.714977611162908,3.4884401853501883,0.5030063037568588
1995-12-30,1.4492567878783724,6.754354718455335,1.1583130354270388,4.6019826751757975,1.666044089310717,0.5434388241734922
1996-03-30,1.43448757094653,6.304140155098725,3.6042187106215984,4.060723979255343,-2.3063939598551695,0.8854631042608752
1996-06-30,1.32054032384481,6.4961390152307175,-1.5916995315476967,2.2486141913346636,8.51680123698782,0.8559546524051775
1996-09-30,1.3466748024192121,3.9177481668011715,-0.24087377172046232,4.352007200291208,2.1370025736192546,0.5737981953021887
1996-12-30,1.3800841647952922,2.507630300602237,2.1057822382594793,6.338602315615738,5.666384711754176,0.8652856337207027
1997-03-30,1.378161183113491,7.74815585512183,2.113916539302263,17.26855749668461,0.3493889254255838,0.606976415822924
1997-06-30,1.359425811758097,2.9771117843003125,-0.5644879389841151,0.6936370596292818,5.097824476462946,0.22963846741577143
1997-09-30,1.4286940417474803,16.436556842121686,3.701565926878292,4.853026688389583,6.325644963501477,0.4987541511039417
1997-12-30,1.4247381394307368,7.408683153265194,3.1825337216240257,11.170077374338394,7.083118076059135,0.5377307378052087
1998-03-30,1.455193664939891,1.9679292175793783,2.0538477307969316,1.7317332017954712,9.257918129309317,0.2057671109465531
1998-06-30,1.3767129379869125,13.644709594319249,1.6999056092419806,-0.4676309895909725,2.439988682353512,0.3284722843158505
1998-09-30,1.4019346589144277,3.9557811616992566,1.8139986724626134,-4.693926239436674,-5.087233037375655,0.5118145569686483
1998-12-30,1.3978349917986854,-14.826014909681717,6.77718115546595,-11.11813366319927,6.363186024477352,0.4677871125686295
1999-03-30,1.3182555377730054,22.362869601363755,-1.0537111688309508,-2.959936603621216,2.868463385990886,0.3648906641159577
1999-06-30,1.2167089499791395,5.436311016568229,-1.4208213687819438,-5.527403539771303,-0.10005003335835344,0.746299200136491
