"","BILLm3_1rr","SP00_rr","BONDy5_rr","REITs_rr","TBI_rr"
"2004-03-30",-0.558373173749249,8.42890723053253,-1.57972759799367,7.78403055463048,-0.264532009312155
"2004-06-30",-0.515669869921975,1.42453150747288,1.92439204587123,11.4665906105871,7.70656511664157
"2004-09-30",-0.321629985501115,-0.492965032331849,-3.49983579873285,-7.38296022565397,2.03822324419463
"2004-12-30",-0.634760808674084,-0.410387856585004,1.26627457762138,8.43588660493095,0.194148348414688
"2005-03-30",0.0815677098633394,6.00429452574085,-0.437667760114913,10.6980321570807,0.846882319439609
"2005-06-30",0.00664488803741037,-2.68297366973664,-1.93665408169883,-6.84579471683797,15.9964992387532
"2005-09-30",-0.693775987687406,0.779934627527723,0.584437749203204,13.0086370220475,-0.250973780667845
"2005-12-30",0.0394070116072953,2.17011014380084,-1.91870537266956,2.27210883307514,4.18879826229395
"2006-03-30",0.557565915086933,1.71757672599497,-0.175119911115296,0.653656303554584,6.00284874684768
"2006-06-30",0.285181576044913,3.45378241818723,-2.07945611198266,10.96638514062,2.71554709488296
"2006-09-30",0.354067323165896,-1.82743137266552,-1.02449200733234,0.662562310373627,0.834576531599735
"2006-12-30",1.75344015448422,4.79089787284934,3.88587709389725,7.82568487931981,9.37713179279213
"2007-03-30",0.350420974727683,5.845018038326,-0.611775617794663,8.19837809275006,3.52155112603002
"2007-06-30",0.197540635793469,-0.22818196967096,0.632128844868696,3.19781595065969,3.37114811366227
"2007-09-30",0.691939000575026,6.26273888529889,-1.21704796437427,-8.41964084867532,-3.51212554807243
"2007-12-30",0.129816606371946,1.04652657868414,2.79438099640457,0.613699392801514,0.515525973758034
"2008-03-30",0.185903213321659,-5.78685963568928,3.41455812660953,-16.514818706607,0.322789560593747
"2008-06-30",-0.483978466025281,-7.68678012383353,3.29255328073126,5.38591110763784,-2.94614266599723
"2008-09-30",-0.829988659302039,-7.41882831701979,-3.79418083519152,-11.5259529849633,-0.713303433891641
"2008-12-30",3.07647273396103,-7.26702102091021,5.53060653504573,5.05186755974805,-10.568995550129
"2009-03-30",1.43217628570191,-23.6427177959387,8.47776275008094,-46.0926653793108,0.520100599856677
"2009-06-30",-0.209697655859831,-10.5363275819373,0.0240866833723707,-39.8636773767722,-18.1084893122048
"2009-09-30",-0.607956700311085,12.7095669285757,-4.02419309637381,26.6842211400635,2.10887544325978
"2009-12-30",-0.61955743988964,10.6669665842914,1.22147249577145,22.1703094490753,-3.08627829400863
"2010-03-30",-0.0705657577197982,8.3135606456989,-1.31306390575352,13.3623429028018,4.28158078107393
"2010-06-30",0.121444686346717,6.02442692326353,1.31037046152942,10.0032293231182,9.36624680838434
"2010-09-30",-0.162116165624937,-13.4864255131172,4.48742181637893,-5.01740936867128,-5.63279600152508
"2010-12-30",-0.669324367702995,10.6555510791727,2.58645010915535,12.0351784729989,11.6538000162464
"2011-03-30",-0.952015272567852,9.84134557024374,-3.89498697006614,7.53995161890861,-0.0171874851421006
"2011-06-30",-1.03098964587556,3.98738437517583,-1.22209578391121,4.25594177217254,-1.37058808262228
"2011-09-30",-0.58010254080223,0.396431431908528,2.34084520001963,3.85104245168071,10.3248414288987
"2011-12-30",-0.355296120750292,-19.7015565183641,4.88055530762006,-23.4659282612018,-3.88604650579548
"2012-03-30",-0.4405007697593,13.48847749438,0.219207290538659,18.48551688709,2.73337123576244
"2012-06-30",-0.10172001954194,12.398629168895,-0.625439151994112,10.4761911157584,0.734636713144931
"2012-09-30",-0.317577356610599,-3.74325210649191,1.69474172295443,3.79826611236567,2.96069880437769
"2012-12-30",-0.545209446847661,5.51300704067046,-0.11887425743442,-1.38516237532551,-0.59263180001264
"2013-03-30",-0.311067961533773,-1.04869475812324,-0.560825892473016,3.36813416457948,2.53531122698458
"2013-06-30",0.199402261830794,9.74729985657889,0.370178673906896,8.15211292778297,7.46232499022373
"2013-09-30",-0.457945927750991,3.32223764438222,-2.97205216517327,-3.36136654994306,3.73782311911575
"2013-12-30",-0.29802174896183,4.99534610722501,0.12461222928053,-1.17149176729638,-1.90089791387177
"2014-03-30",-0.561413366214403,8.57223470104564,-1.39545998783959,-2.22342404577933,-0.381000327692811
"2014-06-30",-0.468575864613374,1.97003879858046,0.120866189937807,8.06824615140131,6.05860401955325
"2014-09-30",-0.194587783405797,4.82122682713193,0.818967359610134,6.57237095774281,0.20343755774663
"2014-12-30",0.323160482609541,-0.637859838961674,0.619246901524839,-2.58057573293708,6.25472884355818
"2015-03-30",0.723596260689341,6.78863741147593,1.40486647919067,12.7604557551432,1.79268206471197
"2015-06-30",-0.590146818881454,-0.118264084271757,1.26095841144185,3.1537972312389,5.8148350696697
"2015-09-30",-0.294327318722232,1.00109245680144,-1.78904252827152,-8.38288688866111,0.983710961606559
"2015-12-30",0.115431889147199,-7.15894388815528,2.14123773792814,0.00588486329871074,-0.543950146706554
"2016-03-30",0.232233353784039,6.66358050373139,-1.42776211069888,7.02246707585781,4.55958342555037
"2016-06-30",-0.606762222556423,1.17411573025077,1.93808634688297,4.89644905574185,-0.92668784004934
"2016-09-30",-0.222369479250606,1.58351593584687,1.25935936839374,6.81683988262929,3.46964420958607
"2016-12-30",-0.398821153833584,2.61901120012569,-1.28207599611914,-3.64979573340998,1.98244326708506
"2017-03-30",-0.437317390778702,3.40119436859423,-3.59154961247263,-2.3057304749238,-1.44905747545177
"2017-06-30",0.0901858161212132,5.55194674663211,0.600465537581396,2.45602620053438,3.63835533825402
"2017-09-30",-0.175899162749538,2.9680113640036,-0.379267953689677,2.77039702713866,6.66589380150859
"2017-12-30",-0.436995066394541,3.75341321345299,-0.416921610827625,-1.00281520842227,-0.746294324082463
"2018-03-30",-0.395016398305259,5.27197800705297,-1.49070412573353,1.89294217146392,3.16697701850896
"2018-06-30",-0.12455832303182,-3.64366642210978,-1.62271690097375,-8.87339880264175,1.66001783360641
"2018-09-30",0.191646941108381,5.54066793970396,-0.92207497993817,8.59329184344073,4.92125153156171
"2018-12-30",0.207260009401633,7.09119361780157,-0.786126191512704,0.0358533866897659,2.60461175902782
"2019-03-30",0.495508556838065,-15.0667378350644,2.76432273743126,-5.47964278035806,-3.5534647606403
"2019-06-30",-0.193562905410261,13.0844764737425,0.560796089959048,14.9183870778153,5.54063049696044
"2019-09-30",0.305419734032952,3.50766641773133,2.50262306797291,1.25126912865072,2.88779515802555
"2019-12-30",-0.0950773368010971,-0.959003028494898,1.61117629755712,6.1220604877521,-2.24157891628427
"2020-03-30",0.238576549169345,9.66303214767752,-0.890584945932105,0.83369416213035,-0.227891196312563
